chembl_id,molregno,iupac_name,smiles,molecular_weight,aLogP,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_logp,cx_logd,molecular_species,qed_weighted,np_likeness_score,ic50_value,ic50_units,standard_relation,target_name,target_type,cell_description,disease_name,disease_category,mechanism_of_action,action_type,warning_type,warning_description,IUPACName
CHEMBL266352,4497,,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Cl)cc4)oc23)CC1,383.83,4.24,5,2,73.91,2,N,0,3.14,2.92,ACID,0.69,0.73,3000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(4-chlorophenyl)-5,7-dihydroxy-8-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)chromen-4-one"
CHEMBL58,4504,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.49,-0.14,10,8,163.18,12,N,1,0.75,-1.09,BASE,0.14,0.22,8.7,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Breast Neoplasms,breast cancer,,,,,"1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione"
CHEMBL467,4730,HYDROXYUREA,NC(=O)NO,76.05,-0.96,2,3,75.35,0,N,0,-1.37,-1.37,NEUTRAL,0.26,-0.32,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),"Anemia, Sickle Cell",sickle cell anemia,Ribonucleoside-diphosphate reductase RR1 inhibitor,INHIBITOR,Black Box Warning,,hydroxyurea
CHEMBL61,4775,PODOFILOX,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41,2.41,8,1,92.68,4,N,0,1.62,1.62,NEUTRAL,0.76,1.51,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),"Carcinoma, Squamous Cell",squamous cell carcinoma,Unknown,,,,"(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one"
CHEMBL266824,4784,,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4cccc(Cl)c4)oc23)CC1,383.83,4.24,5,2,73.91,2,N,0,3.14,2.92,ACID,0.69,0.61,1000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(3-chlorophenyl)-5,7-dihydroxy-8-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)chromen-4-one"
CHEMBL266751,4785,,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)CC1,383.83,4.24,5,2,73.91,2,N,0,3.14,2.92,ACID,0.69,0.62,750,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(2-chlorophenyl)-5,7-dihydroxy-8-(1-methyl-3,6-dihydro-2H-pyridin-4-yl)chromen-4-one"
CHEMBL8993,4794,,CN1CC[C@H](O)[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1,401.85,3.3,6,3,94.14,2,N,0,2.15,1.98,ACID,0.61,0.87,,nM,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3R,4S)-4-hydroxy-1-methylpiperidin-3-yl]chromen-4-one"
CHEMBL9130,4801,,CN1CC[C@@H](O)[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1,401.85,3.3,6,3,94.14,2,N,0,2.15,1.98,ACID,0.61,0.87,,nM,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3R,4R)-4-hydroxy-1-methylpiperidin-3-yl]chromen-4-one"
CHEMBL9125,4829,,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(=O)C1,399.83,3.51,6,2,90.98,2,N,0,3.54,2.42,ACID,0.68,0.72,,nM,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[2-(2-chlorophenyl)-5,7-dihydroxy-4-oxochromen-8-yl]-1-methylpiperidin-3-one"
CHEMBL9217,4834,,O=c1cc(-c2ccccc2Cl)oc2c(C3CCCC[C@@H]3O)c(O)cc(O)c12,386.83,4.54,5,3,90.9,2,N,0,4.42,3.81,NEUTRAL,0.6,1.08,,nM,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(2S)-2-hydroxycyclohexyl]chromen-4-one"
CHEMBL63,4872,ROLIPRAM,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,275.35,2.62,3,1,47.56,4,N,0,1.96,1.96,NEUTRAL,0.92,0.66,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),"Depressive Disorder, Major",major depressive disorder,Phosphodiesterase 4 inhibitor,INHIBITOR,,,4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one
CHEMBL403516,4991,ACETYLSHIKONIN,CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,330.34,2.69,6,2,100.9,4,N,0,3.45,3.42,NEUTRAL,0.5,2.31,31000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1R)-1-(5,8-dihydroxy-1,4-dioxonaphthalen-2-yl)-4-methylpent-3-enyl] acetate"
CHEMBL65,5105,CAMPTOTHECIN,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,348.36,2.08,6,1,81.42,1,N,0,1.22,1.22,NEUTRAL,0.53,1.01,3.1,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(19S)-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione"
CHEMBL9352,5170,NARINGENIN,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,272.26,2.51,5,3,86.99,1,N,0,2.84,2.7,NEUTRAL,0.74,1.76,300,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one"
CHEMBL9470,5268,SHIKONIN,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,288.3,2.12,5,3,94.83,3,N,0,3.01,2.98,NEUTRAL,0.58,2.15,1450,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"5,8-dihydroxy-2-[(1R)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione"
CHEMBL9011,5284,,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(N)c1,317.34,2.53,6,1,80.01,6,N,0,2.62,2.62,NEUTRAL,0.65,-0.12,23,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2-amino-4-methoxyphenyl)-(3,4,5-trimethoxyphenyl)methanone"
CHEMBL67,5295,COMBRETASTATIN A4,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,316.35,3.6,5,1,57.15,6,N,0,3.38,3.38,NEUTRAL,0.83,0.57,11,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-methoxy-5-[(Z)-2-(3,4,5-trimethoxyphenyl)ethenyl]phenol"
CHEMBL9309,5386,,COc1ccc(N)c(C(=O)c2cc(OC)c(OC)c(OC)c2)c1,317.34,2.53,6,1,80.01,6,N,0,2.62,2.62,NEUTRAL,0.65,-0.09,61,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2-amino-5-methoxyphenyl)-(3,4,5-trimethoxyphenyl)methanone"
CHEMBL276625,5389,PHENSTATIN,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,318.33,2.66,6,1,74.22,6,N,0,2.5,2.49,NEUTRAL,0.83,0.33,437,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(3-hydroxy-4-methoxyphenyl)-(3,4,5-trimethoxyphenyl)methanone"
CHEMBL9514,5575,NOCODAZOLE,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,301.33,3.03,5,2,84.08,3,N,0,3.17,3.17,NEUTRAL,0.73,-1.56,1700,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,methyl N-[6-(thiophene-2-carbonyl)-1H-benzimidazol-2-yl]carbamate
CHEMBL9940,5661,,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,293.37,2.68,3,1,45.23,4,N,0,2.6,1.46,BASE,0.75,-1.25,3800,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,N-[2-(dimethylamino)ethyl]acridine-4-carboxamide
CHEMBL274803,5769,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](C)(C(C)=O)C[C@]3(C)OC1CC(NC(=O)OCCS(=O)(=O)c2ccccc2)C(O)C(C)O1,751.81,3.72,13,4,212.06,9,N,2,5.37,5.27,NEUTRAL,0.18,0.61,780,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-(benzenesulfonyl)ethyl N-[6-[[(1S,3R)-3-acetyl-5,12-dihydroxy-10-methoxy-1,3-dimethyl-6,11-dioxo-2,4-dihydrotetracen-1-yl]oxy]-3-hydroxy-2-methyloxan-4-yl]carbamate"
CHEMBL479,5970,THIORIDAZINE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.59,5.89,4,0,6.48,4,N,1,5.47,3.93,BASE,0.62,-1.03,12950,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Anxiety,anxiety,D2-like dopamine receptor antagonist,ANTAGONIST,Black Box Warning,,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine
CHEMBL481,5985,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.69,4.09,9,1,114.2,4,N,1,2.78,0.72,BASE,0.36,0.26,17403,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),"Adenocarcinoma, Mucinous",mucinous carcinoma,,,,,"[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate"
CHEMBL9859,6088,,COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,358.39,3.71,6,1,74.22,7,N,0,3.35,3.35,NEUTRAL,0.6,0.45,5,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-(3-hydroxy-4-methoxyphenyl)-2-methyl-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"
CHEMBL9941,6104,,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,344.36,3.32,6,1,74.22,7,N,0,2.96,2.95,NEUTRAL,0.61,0.45,22.3,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(E)-3-(3-hydroxy-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"
CHEMBL274318,6284,FLAVANONE,O=C1CC(c2ccccc2)Oc2ccccc21,224.26,3.39,2,0,26.3,1,N,0,3.1,3.1,NEUTRAL,0.74,0.75,25,ug.mL-1,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-phenyl-2,3-dihydrochromen-4-one"
CHEMBL488,6317,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,1.35,3,2,72.19,2,N,0,1.3,1.3,NEUTRAL,0.6,0.08,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Breast Neoplasms,breast cancer,Cytochrome P450 11A1 inhibitor,INHIBITOR,,,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione"
CHEMBL489,6402,AFIMOXIFENE,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,387.52,5.7,3,1,32.7,8,N,1,5.69,4.67,BASE,0.5,-0.21,150,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Breast Neoplasms,breast cancer,Estrogen receptor modulator,MODULATOR,,,4-[(Z)-1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol
CHEMBL9687,6406,,COc1ccc2c(c1)OC(c1ccccc1)CC2=O,254.28,3.4,3,0,35.53,2,N,0,2.94,2.94,NEUTRAL,0.82,0.78,35700,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"7-methoxy-2-phenyl-2,3-dihydrochromen-4-one"
CHEMBL76,6579,CHLOROQUINE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88,4.81,3,1,28.16,8,N,0,3.93,0.88,BASE,0.76,-1.27,12000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Acquired Immunodeficiency Syndrome,AIDS,,,,,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine"
CHEMBL81,6914,RALOXIFENE,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59,6.08,6,2,70,7,N,1,5.69,5.34,NEUTRAL,0.32,-0.54,4.9,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Alzheimer Disease,Alzheimer disease,,,,,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ylethoxy)phenyl]methanone
CHEMBL269671,6936,,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,282.34,2.39,5,0,53.99,0,N,0,3.11,3.11,NEUTRAL,0.5,3.84,0.14,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one"
CHEMBL83,6968,TAMOXIFEN,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.52,6,2,0,12.47,8,N,1,6.35,4.97,BASE,0.45,-0.4,70,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Breast Neoplasms,breast cancer,,,,,"2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine"
CHEMBL10121,6972,,COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O,304.34,3.02,5,1,57.15,6,N,0,3.13,3.13,NEUTRAL,0.89,0.5,59,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-methoxy-5-[(3,4,5-trimethoxyphenyl)methyl]phenol"
CHEMBL10557,7071,,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,318.37,3.21,5,1,57.15,7,N,0,3.58,3.57,NEUTRAL,0.85,0.55,13,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-methoxy-5-[2-(3,4,5-trimethoxyphenyl)ethyl]phenol"
CHEMBL273862,7427,HYDROXYCAMPTOTHECIN,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,364.36,1.79,7,2,101.65,1,N,0,0.92,0.91,NEUTRAL,0.5,1.26,19120,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),"Carcinoma, Hepatocellular",hepatocellular carcinoma,,,,,"(19S)-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2(11),3,5,7,9,15(20)-heptaene-14,18-dione"
CHEMBL84,7501,TOPOTECAN,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.45,1.85,8,2,104.89,3,N,0,-0.33,-0.91,BASE,0.49,0.9,420,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Brain Neoplasms,brain neoplasm,,,,,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione"
CHEMBL428647,8062,PACLITAXEL,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,853.92,3.74,14,4,221.29,10,N,2,3.54,3.54,NEUTRAL,0.13,1.87,0.003,ug.mL-1,<,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Adenocarcinoma,adenocarcinoma,Tubulin inhibitor,INHIBITOR,Black Box Warning,,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate"
CHEMBL88,8417,CYCLOPHOSPHAMIDE ANHYDROUS,O=P1(N(CCCl)CCCl)NCCCO1,261.09,1.88,2,1,41.57,5,N,0,0.1,0.1,NEUTRAL,0.61,-0.08,160,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N,N-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine"
CHEMBL11374,8644,,CC/C(=C(/Cc1ccc(OCN(C)C)cc1)c1ccccc1)c1ccccc1,371.52,6.15,2,0,12.47,8,N,1,6.91,6.88,NEUTRAL,0.35,-0.28,25060,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[4-[(E)-2,3-diphenylpent-2-enyl]phenoxy]-N,N-dimethylmethanamine"
CHEMBL273426,8645,,CC/C(=C(\Cc1ccccc1)c1ccccc1)c1ccc(OCN2CCOCC2)cc1,413.56,5.92,3,0,21.7,8,N,1,6.69,6.69,NEUTRAL,0.43,-0.59,51110,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[[4-[(Z)-1,2-diphenylpent-2-en-3-yl]phenoxy]methyl]morpholine"
CHEMBL11283,8685,,CC/C(=C(\Cc1ccccc1)c1ccccc1)c1ccc(OCN2CCCCC2)cc1,411.59,7.07,2,0,12.47,8,N,1,7.76,7.7,NEUTRAL,0.37,-0.44,19050,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(Z)-1,2-diphenylpent-2-en-3-yl]phenoxy]methyl]piperidine"
CHEMBL10985,8688,,CC/C(=C(\Cc1ccccc1)c1ccccc1)c1ccc(OCN2CCCC2)cc1,397.56,6.68,2,0,12.47,8,N,1,7.31,7.24,NEUTRAL,0.39,-0.45,22360,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(Z)-1,2-diphenylpent-2-en-3-yl]phenoxy]methyl]pyrrolidine"
CHEMBL11123,8727,,CC/C(=C(\Cc1ccccc1)c1ccccc1)c1ccc(OCN(CC)CC)cc1,399.58,6.93,2,0,12.47,10,N,1,7.62,7.54,NEUTRAL,0.27,-0.42,20650,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N-[[4-[(Z)-1,2-diphenylpent-2-en-3-yl]phenoxy]methyl]-N-ethylethanamine"
CHEMBL11199,8728,,CC/C(=C(\Cc1ccccc1)c1ccccc1)c1ccc(OCN(C)C)cc1,371.52,6.15,2,0,12.47,8,N,1,6.91,6.88,NEUTRAL,0.35,-0.31,117170,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[4-[(Z)-1,2-diphenylpent-2-en-3-yl]phenoxy]-N,N-dimethylmethanamine"
CHEMBL11512,8779,,CC/C(=C(\Cc1ccccc1)c1ccc(OCN(CC)CC)cc1)c1ccccc1,399.58,6.93,2,0,12.47,10,N,1,7.62,7.54,NEUTRAL,0.27,-0.42,19000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N-[[4-[(Z)-1,3-diphenylpent-2-en-2-yl]phenoxy]methyl]-N-ethylethanamine"
CHEMBL11039,8785,,CC/C(=C(\Cc1ccccc1)c1ccc(OCN2CCOCC2)cc1)c1ccccc1,413.56,5.92,3,0,21.7,8,N,1,6.69,6.69,NEUTRAL,0.43,-0.59,2530,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[[4-[(Z)-1,3-diphenylpent-2-en-2-yl]phenoxy]methyl]morpholine"
CHEMBL11663,8843,,CC/C(=C(\Cc1ccccc1)c1ccc(OCN2CCCCC2)cc1)c1ccccc1,411.59,7.07,2,0,12.47,8,N,1,7.76,7.7,NEUTRAL,0.37,-0.44,76580,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(Z)-1,3-diphenylpent-2-en-2-yl]phenoxy]methyl]piperidine"
CHEMBL267345,8873,AMPHOTERICIN B,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,924.09,0.71,17,12,319.61,3,N,3,-2.3,-2.31,ZWITTERION,0.17,1.75,60,ug.mL-1,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),Aspergillosis,aspergillosis,Ergosterol sequestering agent,SEQUESTERING AGENT,Black Box Warning,,"(1R,3S,5R,6R,9R,11R,15S,16R,17R,18S,19E,21E,23E,25E,27E,29E,31E,33R,35S,36R,37S)-33-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,23,25,27,29,31-heptaene-36-carboxylic acid"
CHEMBL11325,8880,,CC/C(=C(\Cc1ccccc1)c1ccc(OCN2CCCC2)cc1)c1ccccc1,397.56,6.68,2,0,12.47,8,N,1,7.31,7.24,NEUTRAL,0.39,-0.45,10340,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(Z)-1,3-diphenylpent-2-en-2-yl]phenoxy]methyl]pyrrolidine"
CHEMBL11702,8891,,CC/C(=C(/Cc1ccc(OCN2CCOCC2)cc1)c1ccccc1)c1ccccc1,413.56,5.92,3,0,21.7,8,N,1,6.69,6.69,NEUTRAL,0.43,-0.56,16590,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[[4-[(E)-2,3-diphenylpent-2-enyl]phenoxy]methyl]morpholine"
CHEMBL11438,8921,,CC/C(=C(/Cc1ccc(OCN2CCCC2)cc1)c1ccccc1)c1ccccc1,397.56,6.68,2,0,12.47,8,N,1,7.31,7.23,NEUTRAL,0.39,-0.41,142190,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(E)-2,3-diphenylpent-2-enyl]phenoxy]methyl]pyrrolidine"
CHEMBL440089,8933,,CC/C(=C(/Cc1ccc(OCN2CCCCC2)cc1)c1ccccc1)c1ccccc1,411.59,7.07,2,0,12.47,8,N,1,7.76,7.7,NEUTRAL,0.37,-0.41,68760,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[[4-[(E)-2,3-diphenylpent-2-enyl]phenoxy]methyl]piperidine"
CHEMBL12122,8935,,CC/C(=C(/Cc1ccc(OCN(CC)CC)cc1)c1ccccc1)c1ccccc1,399.58,6.93,2,0,12.47,10,N,1,7.62,7.54,NEUTRAL,0.27,-0.39,58040,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"N-[[4-[(E)-2,3-diphenylpent-2-enyl]phenoxy]methyl]-N-ethylethanamine"
CHEMBL11389,8961,,CC/C(=C(\Cc1ccccc1)c1ccc(OCN(C)C)cc1)c1ccccc1,371.52,6.15,2,0,12.47,8,N,1,6.91,6.88,NEUTRAL,0.35,-0.31,21660,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[4-[(Z)-1,3-diphenylpent-2-en-2-yl]phenoxy]-N,N-dimethylmethanamine"
CHEMBL11846,8969,,CC/C(Cc1ccccc1)=C(\c1ccccc1)c1ccc(OCN2CCCCC2)cc1,411.59,6.96,2,0,12.47,8,N,1,7.62,7.57,NEUTRAL,0.4,-0.36,4620,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[[4-[(Z)-2-benzyl-1-phenylbut-1-enyl]phenoxy]methyl]piperidine
CHEMBL11489,8993,,CC/C(Cc1ccccc1)=C(\c1ccccc1)c1ccc(OCN2CCCC2)cc1,397.56,6.57,2,0,12.47,8,N,1,7.17,7.1,NEUTRAL,0.43,-0.36,3570,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,1-[[4-[(Z)-2-benzyl-1-phenylbut-1-enyl]phenoxy]methyl]pyrrolidine
CHEMBL273750,9005,,CC/C(Cc1ccccc1)=C(\c1ccccc1)c1ccc(OCN2CCOCC2)cc1,413.56,5.81,3,0,21.7,8,N,1,6.55,6.55,NEUTRAL,0.47,-0.51,45520,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,4-[[4-[(Z)-2-benzyl-1-phenylbut-1-enyl]phenoxy]methyl]morpholine
CHEMBL273978,9092,,CC/C(Cc1ccccc1)=C(\c1ccccc1)c1ccc(OCN(C)C)cc1,371.52,6.04,2,0,12.47,8,N,1,6.77,6.75,NEUTRAL,0.45,-0.22,14940,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"1-[4-[(Z)-2-benzyl-1-phenylbut-1-enyl]phenoxy]-N,N-dimethylmethanamine"
CHEMBL11434,9093,,CC/C(Cc1ccccc1)=C(\c1ccccc1)c1ccc(OCN(CC)CC)cc1,399.58,6.82,2,0,12.47,10,N,1,7.48,7.41,NEUTRAL,0.35,-0.33,12830,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,N-[[4-[(Z)-2-benzyl-1-phenylbut-1-enyl]phenoxy]methyl]-N-ethylethanamine
